Season,Name,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,playerid
1976,Joe Keener,2,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-0.5,0.1,0,1006755
1976,Joe Kerrigan,38,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,,-100,0,-0.5,0.1,0,1006873
2007,Shawn Hill,16,37,0,2,0,0,8.10%,27.00%,0,0.125,0.077,0.2,0.077,0.156,,-14,0,-5.5,4,0,1882
1977,Larry Landreth,4,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-0.5,0.2,0,1007304
1975,Chuck Taylor,54,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-0.5,0.2,0,1012864
1980,Woodie Fryman,61,14,0,0,2,0,0.00%,28.60%,0,0.25,0.167,0.167,0.167,0.152,,-16,0,-1.8,1.1,0,1004381
1971,Claude Raymond,37,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.5,0.1,0,1010732
1973,Craig Caskey,9,2,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.5,0.2,0,1002047
1970,Bill Dillman,18,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-0.5,0.2,0,1003304
1976,Jim Lyttle,42,93,1,6,8,0,7.50%,14.00%,0.106,0.31,0.271,0.326,0.376,0.322,,95,0,-0.5,-2.9,0,1007893
1979,Scott Sanderson,34,57,0,0,1,0,0.00%,40.40%,0.04,0.296,0.16,0.16,0.2,0.16,,-9,0,-7.4,5.1,0,1011422
2015,Jordan Zimmermann,33,69,0,4,3,0,0.00%,26.10%,0.016,0.222,0.159,0.159,0.175,0.146,,-19,0,-9.6,7.2,0,4505
2020,Asdrubal Cabrera,52,213,8,23,31,0,8.90%,18.80%,0.205,0.26,0.242,0.305,0.447,0.319,,96,-2.6,-3.8,-2.2,0,4962
1983,Jeff Reardon,66,8,0,0,0,0,0.00%,37.50%,0,0.2,0.125,0.125,0.125,0.113,,-38,0,-1.3,0.7,0,1010741
1986,Jeff Reardon,62,9,0,0,0,0,0.00%,66.70%,0,0.5,0.125,0.125,0.125,0.113,,-41,0,-1.5,0.9,0,1010741
1989,Brian Holman,10,8,0,1,0,0,0.00%,37.50%,0,0.2,0.125,0.125,0.125,0.114,,-38,0,-1.2,0.7,0,1005969
1981,Charlie Lea,16,20,0,1,0,0,5.00%,35.00%,0,0.25,0.133,0.188,0.133,0.159,,-9,0,-2.4,1.5,0,1007423
1982,Jeff Reardon,75,11,0,0,1,0,0.00%,72.70%,0.1,0.5,0.1,0.1,0.2,0.129,,-29,0,-1.6,0.9,0,1010741
1974,Balor Moore,8,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-0.5,0.1,0,1009090
1987,Bryn Smith,26,54,0,2,4,0,1.90%,18.50%,0.068,0.167,0.136,0.149,0.205,0.152,,-17,0,-8,5.8,0,1012104
1993,Ken Hill,29,70,0,4,3,0,5.70%,21.40%,0.038,0.162,0.115,0.179,0.154,0.161,,-10,0,-9.5,6.7,0,1005827
2002,Chris Truby,35,112,2,12,7,1,4.50%,24.10%,0.143,0.329,0.257,0.297,0.4,0.301,,77,0.5,-2.8,-1.2,0,799
1990,Dale Mohorcic,34,9,0,0,0,0,0.00%,11.10%,0,0.143,0.125,0.125,0.125,0.114,,-39,0,-1.5,0.8,0,1009034
2005,Matt Cepicky,11,26,0,1,3,0,3.80%,30.80%,0.12,0.353,0.24,0.269,0.36,0.274,,65,-1.2,-2.4,1.2,0,1562
1984,Bob James,62,14,0,0,1,0,0.00%,78.60%,0,0.667,0.143,0.143,0.143,0.13,,-27,0,-2,1.2,0,1006345
2018,Daniel Murphy,56,205,6,17,29,1,6.30%,8.30%,0.142,0.302,0.3,0.341,0.442,0.335,,107,-2.3,-0.5,-6.3,0,4316
2018,Wander Suero,40,3,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-0.8,0.4,0,15855
2000,Fernando Seguignol,76,175,10,22,22,0,5.10%,26.30%,0.235,0.327,0.278,0.326,0.512,0.357,,107,-0.4,1.2,-7.1,0,1836
2008,Matt Chico,11,15,0,2,0,0,0.00%,26.70%,0,0.222,0.154,0.154,0.154,0.138,,-29,0,-2.4,1.6,0,6068
1992,Gil Heredia,7,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.7,0.3,0,1005686
1992,Sergio Valdez,27,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.7,0.3,0,1013320
1988,Randy Johnson,4,9,0,1,0,0,0.00%,66.70%,0,0.333,0.111,0.111,0.111,0.101,,-48,0,-1.4,0.8,0,60
1982,Charlie Lea,27,71,0,0,2,0,7.00%,31.00%,0.015,0.186,0.123,0.186,0.138,0.159,,-8,0,-8.6,5.9,0,1007423
2019,Sean Doolittle,63,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.9,0.4,0,1581
2019,Matt Grace,51,3,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,,-100,0,-0.9,0.4,0,11449
2006,Ryan Drese,2,3,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-0.9,0.4,0,379
2006,Joey Eischen,22,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.9,0.4,0,774
1993,Charlie Montoyo,4,5,0,1,3,0,0.00%,0.00%,0.2,0.4,0.4,0.4,0.6,0.437,,169,0,0.4,-1,0,1009075
1970,Rich Nye,10,19,0,2,0,0,5.30%,21.10%,0,0.231,0.176,0.222,0.176,0.191,,9,-0.4,-2.5,1.5,0,1009667
2018,Tommy Milone,5,9,0,0,0,0,11.10%,33.30%,0,0,0,0.125,0,0.086,,-59,0,-1.7,1.1,0,7608
1990,Dave Schmidt,34,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.7,0.3,0,1011580
2010,Miguel Batista,58,9,0,0,0,0,0.00%,55.60%,0,0.333,0.125,0.125,0.125,0.112,,-44,0,-1.6,0.9,0,46
2016,Sammy Solis,37,3,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-0.8,0.3,0,11457
2005,Zach Day,12,9,0,0,0,0,0.00%,33.30%,0,0.2,0.125,0.125,0.125,0.111,,-42,0,-1.6,0.9,0,1496
1999,Michael Barrett,126,469,8,53,52,0,6.80%,8.30%,0.143,0.307,0.293,0.345,0.436,0.341,,96,-0.9,-3.5,-11.4,0,762
2009,Jason Bergmann,56,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.8,0.3,0,4640
1997,Steve Falteisek,5,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.8,0.3,0,1003919
2007,Jon Rauch,88,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.8,0.3,0,1475
1993,Butch Henry,10,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.8,0.3,0,1005667
2010,Joel Peralta,39,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.8,0.3,0,2332
2011,Tyler Clippard,72,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.8,0.3,0,5640
2008,Joel Hanrahan,69,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.8,0.3,0,2186
2013,Taylor Jordan,9,18,0,0,0,0,0.00%,16.70%,0,0.182,0.143,0.143,0.143,0.127,,-33,0,-2.7,1.8,0,10466
2004,Chad Cordero,69,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.9,0.3,0,1816
2004,Shawn Hill,3,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.9,0.3,0,1882
1984,Ron Johnson,5,5,0,0,1,0,0.00%,40.00%,0,0.333,0.2,0.2,0.2,0.182,,9,0,-0.5,0,0,1006499
2000,Anthony Telford,64,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.9,0.3,0,1282
1985,Floyd Youmans,14,25,0,1,0,0,12.00%,40.00%,0,0.111,0.053,0.182,0.053,0.137,,-22,0,-3.5,2.3,0,1014361
2003,Sun-Woo Kim,4,3,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-0.9,0.3,0,197
1999,J.D. Smart,29,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.9,0.3,0,1012081
2001,Scott Strickland,77,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.9,0.3,0,897
2001,Hideki Irabu,3,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.9,0.3,0,1255
2002,Dan Smith,33,3,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,,-100,0,-0.8,0.3,0,1521
1980,Hal Dues,6,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.7,0.2,0,1003524
1980,Dale Murray,16,3,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-0.7,0.2,0,1009383
1981,Bryn Smith,7,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.7,0.2,0,1012104
1994,Ken Hill,24,67,0,1,2,0,4.50%,25.40%,0,0.226,0.146,0.196,0.146,0.166,,-14,0,-9.8,7.1,0,1005827
1982,Chris Smith,2,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-0.5,0,0,1012113
2019,Austin Voth,9,10,0,0,1,0,0.00%,30.00%,0,0.167,0.111,0.111,0.111,0.097,,-53,0,-2,1.2,0,15047
1976,Larry Landreth,3,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.7,0.2,0,1007304
1976,Chuck Taylor,31,3,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-0.7,0.2,0,1012864
1988,Neal Heaton,32,25,0,1,2,0,0.00%,24.00%,0,0.2,0.143,0.143,0.143,0.129,,-28,0,-3.5,2.3,0,1005568
1973,Mickey Scott,22,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.8,0.2,0,1011690
1973,Pat Jarvis,28,3,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,,-100,0,-0.8,0.2,0,1006363
2001,Masato Yoshii,42,19,0,0,0,0,5.30%,36.80%,0,0.222,0.125,0.176,0.125,0.146,,-27,0,-3.1,2.1,0,807
2013,Eury Perez,9,8,0,1,0,1,0.00%,37.50%,0,0.2,0.125,0.125,0.125,0.111,,-44,0.1,-1.2,0.5,0,10299
1972,Joe Gilbert,22,3,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.7,0.2,0,1004692
1972,Tom Walker,46,3,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-0.7,0.2,0,1013536
1998,Shayne Bennett,62,8,0,0,0,0,12.50%,12.50%,0,0,0,0.143,0,0.102,,-54,0,-1.6,0.8,0,1000847
2012,Brett Carroll,5,2,0,2,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.5,0,0,8066
1992,Darrin Fletcher,83,244,2,13,26,0,5.70%,11.50%,0.09,0.265,0.243,0.289,0.333,0.278,,74,-0.8,-7.8,-0.4,0,1302
2019,Tres Barrera,2,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.6,0,0,19977
1996,Rob Lukachyk,2,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-0.6,0,0,1007825
2019,Joe Ross,28,20,0,1,0,0,5.00%,50.00%,0,0.222,0.105,0.15,0.105,0.121,,-36,0,-3.6,2.5,0,12972
2006,Ramon Ortiz,38,66,1,5,3,0,4.50%,39.40%,0.054,0.172,0.107,0.153,0.161,0.145,,-22,0,-10.6,7.9,0,27
1992,Bill Krueger,9,4,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-1,0.4,-0.1,1007175
1999,Chris Stowers,4,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-0.6,0,-0.1,1012588
1986,Tim Burke,68,9,0,0,1,0,11.10%,22.20%,0,0,0,0.125,0,0.088,,-57,0,-1.6,0.9,-0.1,1001692
2006,Jon Rauch,85,4,0,0,0,0,0.00%,75.00%,0,0,0,0,0,0,,-100,0,-1.1,0.5,-0.1,1475
2006,Saul Rivera,54,4,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-1.1,0.5,-0.1,2027
2006,Gary Majewski,46,4,0,0,0,0,0.00%,25.00%,0,0,0,0,0,0,,-100,0,-1.1,0.5,-0.1,2131
2017,Raudy Read,8,11,0,1,0,0,0.00%,27.30%,0,0.375,0.273,0.273,0.273,0.239,,39,0,-0.9,0,-0.1,15766
2015,Blake Treinen,60,4,0,0,0,0,0.00%,25.00%,0,0,0,0,0,0,,-100,0,-1,0.4,-0.1,12572
2005,Kenny Kelly,17,5,0,3,0,1,20.00%,60.00%,0.25,1,0.25,0.4,0.5,0.391,,142,-0.3,-0.1,-0.6,-0.1,1084
2010,Jason Marquis,17,24,0,1,2,0,0.00%,8.30%,0.045,0.15,0.136,0.136,0.182,0.139,,-25,0,-3.6,2.4,-0.1,105
2006,Royce Clayton,87,338,0,36,27,8,5.60%,15.70%,0.079,0.319,0.269,0.315,0.348,0.29,,72,-0.5,-12.7,0.9,-0.1,226
1984,Gary Lucas,55,4,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-1,0.3,-0.1,1007805
2008,Shairon Martis,5,8,0,0,0,0,12.50%,25.00%,0,0,0,0.125,0,0.089,,-62,0,-1.6,0.8,-0.1,6781
2006,Billy Traber,15,16,0,1,1,0,6.30%,50.00%,0,0.2,0.077,0.143,0.077,0.114,,-42,0,-3,1.9,-0.1,410
1990,Rolando Roomes,16,15,0,1,1,0,6.70%,40.00%,0.143,0.5,0.286,0.333,0.429,0.312,,92,-0.8,-0.9,-0.1,-0.1,1011185
1985,Scot Thompson,34,36,0,2,4,0,8.30%,19.40%,0.031,0.346,0.281,0.333,0.313,0.295,,86,0,-0.6,-1.1,-0.1,1013025
2016,Brian Goodwin,22,44,0,1,5,0,4.50%,31.80%,0.143,0.429,0.286,0.318,0.429,0.32,,95,-0.4,-0.7,-1.2,-0.1,12858
2016,Matt Belisle,40,4,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,1837
1972,Bobby Wine,34,18,0,2,0,0,0.00%,11.10%,0.056,0.25,0.222,0.222,0.278,0.226,,37,0,-1.2,0.2,-0.1,1014124
1977,Mike Jorgensen,19,24,0,3,0,0,12.50%,16.70%,0.05,0.25,0.2,0.304,0.25,0.266,,59,0,-1.2,-0.1,-0.1,1006622
2007,Billy Traber,28,4,0,0,0,0,0.00%,75.00%,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,410
1996,Tim Scott,45,4,0,0,0,0,0.00%,75.00%,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,1011694
2011,Brad Peacock,3,4,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-1,0.4,-0.1,5401
1980,Bobby Ramos,13,37,0,5,2,0,13.50%,13.50%,0.063,0.185,0.156,0.27,0.219,0.24,,45,0,-2.3,0.6,-0.1,1010675
2008,Steven Shell,39,4,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,3681
1974,Pepe Frias,76,120,0,12,7,1,5.80%,8.30%,0.054,0.233,0.214,0.258,0.268,0.234,,36,0.2,-8.5,4.5,-0.1,1004346
1986,Dennis Martinez,19,31,0,1,3,0,3.20%,45.20%,0.067,0.188,0.1,0.129,0.167,0.135,,-26,0,-4.5,3,-0.1,1008161
1991,Rick Mahler,10,12,0,0,0,0,0.00%,16.70%,0,0.143,0.111,0.111,0.111,0.101,,-47,0,-2,1.1,-0.1,1007988
1981,Stan Bahnsen,25,9,0,0,0,0,0.00%,44.40%,0,0.2,0.111,0.111,0.111,0.102,,-47,0,-1.4,0.7,-0.1,1000414
1995,Gabe White,19,4,0,0,0,0,0.00%,75.00%,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,360
1970,Joe Sparma,9,8,0,0,0,0,12.50%,25.00%,0,0,0,0.143,0,0.101,,-47,0,-1.5,0.6,-0.1,1012307
1970,Gary Waslewski,6,8,0,0,0,0,12.50%,75.00%,0,0,0,0.143,0,0.101,,-47,0,-1.5,0.6,-0.1,1013661
2019,Erick Fedde,21,20,0,1,0,0,0.00%,30.00%,0,0.222,0.133,0.133,0.133,0.116,,-40,0,-3.7,2.5,-0.1,17425
2018,Joe Ross,3,5,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,,-100,0,-1.3,0.6,-0.1,12972
1996,Barry Manuel,53,9,0,0,0,0,11.10%,33.30%,0,0,0,0.125,0,0.09,,-64,0,-1.9,1,-0.1,1008084
1971,Rich Hacker,16,37,0,2,2,0,8.10%,32.40%,0.03,0.19,0.121,0.194,0.152,0.171,,-1,0,-4.1,2.6,-0.1,1005180
2002,Tim Drew,7,4,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,380
2002,Graeme Lloyd,41,4,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-1.1,0.4,-0.1,783
1989,Dennis Martinez,34,86,0,5,3,1,5.80%,22.10%,0,0.17,0.125,0.182,0.125,0.152,,-11,0.2,-10.3,7.1,-0.1,1008161
1969,Claude Raymond,15,4,0,0,0,0,0.00%,25.00%,0,0,0,0,0,0,,-100,0,-1,0.3,-0.1,1010732
1988,Casey Candaele,36,128,0,9,4,1,7.80%,8.60%,0.06,0.19,0.172,0.238,0.233,0.217,,33,0.1,-9.1,5,-0.1,1001908
1969,Carl Morton,8,8,0,0,0,0,12.50%,37.50%,0,0,0,0.125,0,0.088,,-55,0,-1.4,0.6,-0.1,1009230
2003,Javier Vazquez,34,79,0,5,6,0,2.50%,10.10%,0.031,0.175,0.154,0.179,0.185,0.164,,-14,0,-11.6,8.4,-0.1,801
1972,John Bateman,18,32,0,0,3,0,9.40%,12.50%,0.034,0.28,0.241,0.313,0.276,0.278,,71,0,-1,-0.7,-0.1,1000653
1969,Don Shaw,35,12,0,2,0,0,16.70%,41.70%,0,0,0,0.167,0,0.117,,-36,0,-1.9,0.9,-0.1,1011820
1976,Dennis Blair,5,4,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-1,0.3,-0.1,1001029
2000,Dustin Hermanson,38,65,0,1,1,0,3.10%,32.30%,0.036,0.235,0.145,0.175,0.182,0.164,,-17,0,-10.3,7.5,-0.1,195
1977,Tom Walker,11,4,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-1,0.3,-0.1,1013536
1988,Wilfredo Tejada,8,16,0,1,2,0,0.00%,25.00%,0.133,0.333,0.267,0.25,0.4,0.276,,74,0,-0.5,-0.7,-0.1,1012904
1995,Jeff Treadway,41,55,0,4,10,0,9.10%,3.60%,0.04,0.25,0.24,0.309,0.28,0.267,,54,-0.5,-3.6,1.1,-0.1,1013169
2019,Javy Guerra,40,5,0,0,0,0,0.00%,40.00%,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,7407
1995,Joe Siddall,7,14,0,4,1,0,21.40%,21.40%,0,0.429,0.3,0.5,0.3,0.401,,142,0,0.7,-1.8,-0.1,1011947
1992,Todd Haney,7,11,0,0,1,0,0.00%,0.00%,0.1,0.3,0.3,0.3,0.4,0.314,,98,0,0,-1,-0.1,1005307
2017,Matt Grace,40,5,0,0,0,0,0.00%,80.00%,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,11449
2017,Erick Fedde,3,5,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,17425
1991,Mel Rojas,37,5,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,,-100,0,-1.2,0.5,-0.1,1011153
2014,Michael A. Taylor,17,43,1,5,5,0,7.00%,39.50%,0.154,0.333,0.205,0.279,0.359,0.287,,80,-0.8,-1.8,-0.1,-0.1,11489
1985,Gary Lucas,49,5,0,0,0,0,0.00%,80.00%,0,0,0,0,0,0,,-100,0,-1.2,0.5,-0.1,1007805
2018,Erick Fedde,11,17,0,1,0,0,5.90%,29.40%,0,0.091,0.063,0.118,0.063,0.092,,-54,0,-3.2,2,-0.1,17425
1997,Marc Valdes,48,20,0,0,1,0,5.00%,45.00%,0,0.2,0.105,0.15,0.105,0.126,,-39,0,-3.5,2.2,-0.1,1013313
2013,Nathan Karns,3,5,0,0,0,0,0.00%,20.00%,0,0,0,0,0,0,,-100,0,-1.2,0.5,-0.1,12638
1990,Scott Anderson,4,5,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,,-100,0,-1.2,0.5,-0.1,1000242
1990,Drew Hall,42,5,0,0,1,0,0.00%,80.00%,0,0,0,0,0,0,,-100,0,-1.2,0.5,-0.1,1005242
1987,Joe Hesketh,18,5,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,1005747
1987,Jeff Parrett,45,5,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,1010019
1974,Don Demola,25,4,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-1,0.3,-0.1,1003197
1996,Jose Paniagua,13,14,0,1,0,0,14.30%,50.00%,0,0,0,0.154,0,0.111,,-50,0,-2.6,1.5,-0.1,483
1971,Mack Jones,43,108,3,11,9,1,13.90%,22.20%,0.132,0.188,0.165,0.296,0.297,0.282,,73,0.2,-3,-1,-0.1,1006574
1997,Ugueth Urbina,63,5,0,0,0,0,0.00%,80.00%,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,216
1997,Jose Paniagua,9,5,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,483
1992,Jerry Goff,3,3,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,,-100,0,-0.7,0,-0.1,1004800
1993,John Wetteland,70,5,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,,-100,0,-1.3,0.5,-0.1,1013815
2006,Jason Bergmann,29,11,0,0,0,0,9.10%,18.20%,0,0,0,0.111,0,0.079,,-65,0,-2.4,1.3,-0.1,4640
2010,John Lannan,25,50,0,1,4,0,8.00%,44.00%,0.045,0.182,0.091,0.167,0.136,0.149,,-19,0,-7.2,5,-0.1,7080
2011,Collin Balester,23,5,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-1.3,0.5,-0.1,6883
1981,Mike Phillips,34,62,0,5,4,0,8.10%,24.20%,0.036,0.293,0.218,0.279,0.255,0.252,,54,-0.4,-3.5,0.9,-0.1,1010296
2002,Britt Reames,42,11,0,0,1,0,0.00%,9.10%,0,0.125,0.111,0.111,0.111,0.099,,-57,0,-2.2,1.1,-0.1,794
1971,Bill Stoneman,41,111,0,12,5,1,8.10%,55.00%,0,0.375,0.129,0.214,0.129,0.175,,1,0.2,-11.8,7.7,-0.1,1012560
1978,Mike Garman,47,5,0,0,0,0,0.00%,80.00%,0,0,0,0,0,0,,-100,0,-1.2,0.4,-0.1,1004539
1997,Orlando Cabrera,16,20,0,4,2,1,5.00%,15.00%,0,0.267,0.222,0.263,0.222,0.227,,28,-0.7,-2.5,1.1,-0.1,766
1998,Steve Kline,78,5,0,0,0,0,0.00%,20.00%,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,1164
2011,Corey Brown,3,3,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,,-100,0,-0.8,0,-0.1,2650
2015,Wilmer Difo,15,11,0,1,0,0,0.00%,18.20%,0,0.222,0.182,0.182,0.182,0.16,,-9,0.3,-1.1,0.1,-0.1,14320
2003,Eric Knott,13,5,0,0,0,0,0.00%,40.00%,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,62
2005,Tyrell Godwin,3,3,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-0.8,0,-0.1,3725
1999,Ugueth Urbina,71,5,0,0,0,0,0.00%,40.00%,0,0,0,0,0,0,,-100,0,-1.5,0.6,-0.1,216
1973,Tom Walker,54,9,0,0,0,0,11.10%,33.30%,0,0,0,0.125,0,0.089,,-60,0,-1.6,0.7,-0.1,1013536
2002,Jim Brower,30,5,0,0,0,0,0.00%,40.00%,0,0,0,0,0,0,,-100,0,-1.4,0.5,-0.1,313
1990,Brian Barnes,4,10,0,0,0,0,10.00%,70.00%,0,0,0,0.1,0,0.071,,-68,0,-2,0.9,-0.1,1000560
2017,Ryan Raburn,25,69,2,7,6,0,5.80%,36.20%,0.169,0.395,0.262,0.304,0.431,0.313,,88,-1.2,-2.3,-0.7,-0.1,2218
1987,Lary Sorensen,23,11,0,0,0,0,9.10%,45.50%,0,0,0,0.111,0,0.079,,-66,0,-2.3,1.2,-0.1,1012279
1987,Tom Romano,7,3,0,1,0,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-0.8,0,-0.1,1011169
2008,Lastings Milledge,138,587,14,65,61,24,6.50%,16.40%,0.134,0.3,0.268,0.33,0.402,0.323,,93,0.6,-4.8,-14.7,-0.1,6441
1991,John Vander Wal,21,63,1,4,8,0,1.60%,28.60%,0.148,0.279,0.213,0.222,0.361,0.254,,58,0,-3,0.4,-0.1,853
1972,Clyde Mashore,93,202,3,23,23,6,6.90%,20.30%,0.102,0.272,0.227,0.278,0.33,0.277,,70,0.9,-5.8,-1.2,-0.1,1008210
2009,Corey Patterson,5,15,0,0,0,2,0.00%,40.00%,0,0.222,0.133,0.133,0.133,0.119,,-43,0.5,-2.1,0.9,-0.1,300
1992,Jonathan Hurst,3,6,0,0,0,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-1.4,0.6,-0.1,1006226
